번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
152,007390,네이처셀,031102,비알코올음료 및 얼음 제조업,"53,056,399","26,528,199,500","500",원(KRW),02-3472-1681,서울특별시 영등포구 국회대로76길 10 5층 ,1324
153,033640,네패스,032601,반도체 제조업,"22,972,541","11,586,270,500","500",원(KRW),02-3470-2700,충청북도 음성군 삼성면 금일로965번길 105 ,1324
154,087730,네패스신소재,032002,합성고무 및 플라스틱 물질 제조업,"3,515,737","1,757,868,500","500",원(KRW),063-900-7200,전라북도 익산시  석암로 99 엘지화학익산공장 내 ,1324
155,089140,넥스턴,032301,유리 및 유리제품 제조업,"11,846,520","5,923,260,000","500",원(KRW),031-288-2088,경기도 용인시 기흥구 기흥단지로121번길 35 (고매동),1324
156,065170,넥스트BT,074603,음·식료품 및 담배 도매업,"61,587,062","30,793,531,000","500",원(KRW),02-3401-4490,충청북도 음성군 삼성면 대양로 193-12 ,1324
157,139670,넥스트리밍,105802,소프트웨어 개발 및 공급업,"7,016,911","3,508,455,500","500",원(KRW),02-2194-5300,서울특별시 서초구 바우뫼로37길 56 건영빌딩 3층 ,1324
158,137940,넥스트아이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","77,116,173","7,927,357,300","100",원(KRW),031-478-2700,경기도 안양시 동안구 동편로 43동편로13번길65 넥스트아이빌딩 ,1324
159,041140,넥슨지티,105802,소프트웨어 개발 및 공급업,"35,373,322","17,686,661,000","500",원(KRW),02-525-6603,"경기도 성남시 분당구 판교로 256번길 25 (삼평동, 판교테크노밸리 씨3-7비동)",1324
160,217270,넵튠,105802,소프트웨어 개발 및 공급업,"21,377,405","10,688,702,500","500",원(KRW),031-698-3498,"경기도 성남시 분당구 성남대로331번길 8 13층(정자동, 킨스타워)",1324
161,225570,넷게임즈,105802,소프트웨어 개발 및 공급업,"24,003,428","12,001,714,000","500",원(KRW),02-750-5644,"서울특별시 강남구 남부순환로 2621 5층~7층(도곡동, 서브원강남빌딩) ",1324
162,104620,노랑풍선,147502,여행사 및 기타 여행보조 서비스업,"4,765,650","2,382,825,000","500",원(KRW),02-2022-7200,"서울특별시 중구 수표로 31 (저동2가, 노랑풍선빌딩)",1324
163,194700,노바렉스,031007,기타 식품 제조업,"9,003,740","4,501,870,000","500",원(KRW),02-587-0019,충청북도 청주시 청원구 오창읍 각리1길 94 &nbsp,1324
164,285490,노바텍,033309,그외 기타 제품 제조업,"4,626,800","2,313,400,000","500",원(KRW),031-627-5290,"경기도 용인시 기흥구 흥덕중앙로 120, 511호, 1101호,1111호,1112호,1113호(영덕동, 유타워) ",1324
165,144510,녹십자랩셀,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,554,054","5,277,027,000","500",원(KRW),031-260-9300,경기도 용인시 기흥구 이현로30번길 107 &nbsp,1324
166,031390,녹십자셀,032101,기초 의약물질 및 생물학적 제제 제조업,"11,867,819","5,933,909,500","500",원(KRW),02-2101-0635,경기도 용인시 기흥구 이현로30번길 107 GC녹십자셀센터,1324
167,142280,녹십자엠에스,032103,의료용품 및 기타 의약 관련제품 제조업,"9,560,000","4,780,000,000","500",원(KRW),031-260-9300,경기도 용인시 기흥구 이현로30번길 107 &nbsp,1324
168,065560,녹원씨엔아이,074607,기타 전문 도매업,"14,867,550","7,433,775,000","500",원(KRW),02-2025-6500,경기도 파주시 신촌2로 7-12 -,1324
169,054050,농우바이오,010101,작물 재배업,"16,030,561","8,015,280,500","500",원(KRW),031-213-4321,경기도 수원시 영통구 센트럴타운로 114-8(이의동)농우바이오 ,1324
170,040160,누리텔레콤,105802,소프트웨어 개발 및 공급업,"12,055,535","6,027,767,500","500",원(KRW),02-781-0700,서울특별시 서초구 사평대로 16(방배동 750-14번지) ,1324
171,069140,누리플랜,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","4,751,401","2,375,700,500","500",원(KRW),031-997-9097,경기도 김포시  대곶면 대곶로202번길 191 ,1324
172,126870,뉴로스,032901,일반 목적용 기계 제조업,"19,401,592","9,700,796,000","500",원(KRW),042-865-7300,대전광역시 유성구 테크노2로 274 (탑립동),1324
173,060260,뉴보텍,032202,플라스틱제품 제조업,"26,863,919","13,431,959,500","500",원(KRW),033-734-6001,강원도 원주시  태장공단길 42-6 뉴보텍(주) ,1324
174,012340,뉴인텍,032602,전자부품 제조업,"54,133,507","27,066,753,500","500",원(KRW),041 -541 -8100,충청남도 아산시 음봉면 음봉면로 243 ,1324
175,270870,뉴트리,031007,기타 식품 제조업,"9,032,224","4,516,112,000","500",원(KRW),031-776-3494,"경기도 성남시 중원구 사기막골로 124 테크동 1109호 (상대원동, SKn테크노파크) ",1324
176,222040,뉴트리바이오텍,031007,기타 식품 제조업,"20,628,000","10,314,000,000","500",원(KRW),02-3474-8527,서울특별시 강남구 테헤란로 145 우신빌딩 10층 ,1324
177,144960,뉴파워프라즈마,032902,특수 목적용 기계 제조업,"8,250,337","4,125,168,500","500",원(KRW),031-612-7600,경기도 수원시 영통구 신원로 176 (신동),1324
178,900100,뉴프라이드,074502,자동차 부품 및 내장품 판매업,"87,747,266","263,242","0.003",미국달러(USD),1-310-631-7000,"1511 E. Orangethorpe Avenue, Suite D , Fullerton, CA 92831 - ",1324
179,085670,뉴프렉스,032602,전자부품 제조업,"21,156,039","10,578,019,500","500",원(KRW),031-494-9325,경기 안산시 단원구 신길동 1055603-4호 ,1324
180,119860,다나와,105802,소프트웨어 개발 및 공급업,"13,074,822","6,537,411,000","500",원(KRW),1688-2450,서울특별시 양천구  목동동로 233-1 501호,1324
181,064260,다날,105802,소프트웨어 개발 및 공급업,"54,374,654","27,187,327,000","500",원(KRW),031-697-1004,"경기도 성남시 분당구 분당로 55, 9층(서현동, 분당퍼스트타워) ",1324
182,093640,다믈멀티미디어,032601,반도체 제조업,"7,945,470","3,972,735,000","500",원(KRW),031-380-6950,경기도 안양시 동안구  시민대로 161 안양무역센터 ,1324
183,039560,다산네트웍스,032604,통신 및 방송 장비 제조업,"29,937,901","16,197,413,000","500",원(KRW),070-7010-1000,경기도 성남시 분당구 대왕판교로644번길 49 다산타워 ,1324
184,032190,다우데이타,074605,기계장비 및 관련 물품 도매업,"38,300,000","19,150,000,000","500",원(KRW),02-3410-5100,"서울특별시 마포구 독막로 311 염리동, 재화스퀘어 5층, 11층 ",1324
185,068240,다원시스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","26,101,057","13,050,528,500","500",원(KRW),031-8085-3010,경기도 안산시 단원구 시화호수로 485(성곡동) (주) 다원시스,1324
186,020400,대동금속,032403,금속 주조업,"480,000","2,400,000,000","5,000",원(KRW),053 -610 -5030,대구광역시 달성군  논공읍 논공로 602 ,1324
187,008830,대동기어,032902,특수 목적용 기계 제조업,"898,752","4,493,760,000","5,000",원(KRW),055 -851 -2311,경상남도 사천시  사남면 공단1로 42 (주)대동기어 ,1324
188,048470,대동스틸,032401,1차 철강 제조업,"10,000,000","5,000,000,000","500",원(KRW),(02)780-4448,인천광역시 남동구 앵고개로622번길 29 남동공단 165B-1L 고잔동,1324
189,004780,대륙제관,032509,기타 금속 가공제품 제조업,"15,903,199","7,951,599,500","500",원(KRW),02-6003-0600,서울특별시 강남구 역삼로 221 ,1324
190,017650,대림제지,031709,기타 종이 및 판지 제품 제조업,"45,000,000","4,500,000,000","100",원(KRW),031 -373 -7670,경기 오산시 누읍동 7 ,1324
191,007720,대명코퍼레이션,074608,상품 종합 도매업,"100,800,450","50,400,225,000","500",원(KRW),02-2222-7500,강원도 홍천군 서면 한치골길 262 ,1324
192,290670,대보마그네틱,032809,기타 전기장비 제조업,"3,232,600","1,616,300,000","500",원(KRW),031-354-3960,경기도 화성시 팔탄면 현대기아로 25-13 ,1324
193,078140,대봉엘에스,032102,의약품 제조업,"11,086,579","5,543,289,500","500",원(KRW),032-817-8800,인천광역시 남동구  능허대로649번길 123 ,1324
194,036480,대성미생물,032102,의약품 제조업,"3,800,000","1,900,000,000","500",원(KRW),02-553-1104,경기도 의왕시  덕영대로 103 ,1324
195,025440,대성엘텍,032605,영상 및 음향기기 제조업,"99,661,343","49,830,671,500","500",원(KRW),02-867-0061,서울 금천구 가산동 60-19 번지 ,1324
196,027830,대성창투,116402,신탁업 및 집합투자업,"40,000,000","20,000,000,000","500",원(KRW),02-559-2900,서울특별시 강남구 역삼로 165 해성빌딩4층 ,1324
197,104040,대성파인텍,033003,자동차 신품 부품 제조업,"31,301,281","3,130,128,100","100",원(KRW),055-289-4883,경상남도 창원시 성산구  성산패총로24번길 16 (주)대성파인텍 ,1324
198,262830,대신밸런스제4호스팩,116601,금융 지원 서비스업,"5,010,000","501,000,000","100",원(KRW),02-769-3921,서울특별시 중구 삼일대로 343 ,1324
199,303030,대신밸런스제5호스팩,116601,금융 지원 서비스업,"4,110,000","411,000,000","100",원(KRW),02-769-3921,서울특별시 중구 삼일대로 343 ,1324
200,307750,대신밸런스제6호스팩,116601,금융 지원 서비스업,"5,010,000","501,000,000","100",원(KRW),02-769-3921,서울특별시 중구 삼일대로 343 &nbsp,1324
201,020180,대신정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","38,428,915","19,214,457,500","500",원(KRW),02  -2107-5009,"광주광역시 서구 상무중앙로 110(치평동, 우체국보험광주회관) ",1324
202,045390,대아티아이,032809,기타 전기장비 제조업,"71,151,522","7,115,152,200","100",원(KRW),032-680-0800,경기도 부천시 오정구 수도로 139 ,1324
203,108380,대양전기공업,033101,선박 및 보트 건조업,"9,567,333","4,783,666,500","500",원(KRW),051-200-5331,부산광역시 사하구 장평로 245 ,1324
204,006580,대양제지,031701,"펄프, 종이 및 판지 제조업","26,850,000","13,425,000,000","500",원(KRW),031-490-9302,경기도 안산시 단원구  신원로 50 ,1324
205,007680,대원,064101,건물 건설업,"11,050,000","5,525,000,000","500",원(KRW),043-264-1115,충청북도 청주시 흥덕구 직지대로435번길 15(송정동) &nbsp,1324
206,048910,대원미디어,074607,기타 전문 도매업,"12,578,946","6,319,473,000","500",원(KRW),02-6373-3000,"서울특별시 용산구 한강대로23길 55 6층 1-1호(한강로3가,현대아이파크몰 테마파크) ",1324
207,005710,대원산업,033003,자동차 신품 부품 제조업,"20,037,600","10,018,800,000","500",원(KRW),031 -495 -2301,경기도 안산시 단원구 원시로 179 ,1324
208,290380,대유,032003,"비료, 농약 및 살균, 살충제 제조업","9,052,400","4,526,200,000","500",원(KRW),02-556-6293,"서울특별시 강남구 학동로77길 26 (청담동, 대유빌딩) ",1324
209,290120,대유에이피,033003,자동차 신품 부품 제조업,"10,884,000","5,442,000,000","500",원(KRW),063-210-3900,전라북도 완주군 봉동읍 완주산단8로 66 ,1324
210,071460,대유위니아,032805,가정용 기기 제조업,"35,967,295","31,872,532,500","500",원(KRW),041-530-6114,광주광역시 광산구 하남산단9번로 110 -,1324
211,120240,대정화금,032001,기초 화학물질 제조업,"7,100,391","3,550,195,500","500",원(KRW),031-488-8822,"경기도 시흥시 서해안로 186 대정화금(주) 정돵동, 시화공단 1다 107",1324
212,003310,대주산업,031008,동물용 사료 및 조제식품 제조업,"35,392,350","18,696,175,000","500",원(KRW),02  -2201-8107,서울특별시 광진구 구의강변로 44 (구의동),1324
213,078600,대주전자재료,032602,전자부품 제조업,"14,551,225","7,275,612,500","500",원(KRW),(031)498-2901,경기 시흥시 정왕동 1236-10 ,1324
214,065690,대진디엠피,032201,고무제품 제조업,"13,963,509","6,981,754,500","500",원(KRW),02-3443-5360,충남 천안시 성거읍 천흥리316-4 ,1324
215,096350,대창솔루션,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","108,455,315","10,845,531,500","100",원(KRW),052-711-7700,부산광역시 강서구 화전산단1로 155 화전동,1324
216,140520,대창스틸,032401,1차 철강 제조업,"20,000,000","10,000,000,000","500",원(KRW),032-816-7700,인천광역시 남동구 아암대로 1213 &nbsp,1324
217,131220,대한과학,074605,기계장비 및 관련 물품 도매업,"7,454,490","3,727,245,000","500",원(KRW),033-737-7500,강원도 원주시  지정면 신평석화로 326 대한과학,1324
218,010170,대한광통신,032803,절연선 및 케이블 제조업,"73,741,625","36,870,812,500","500",원(KRW),031  -494 -1011,경기도 안산시 단원구 장자골로 49 ,1324
219,054670,대한뉴팜,032102,의약품 제조업,"14,354,920","7,177,460,000","500",원(KRW),02-3415-7804,경기도 화성시 향남읍 상신리 904-3 ,1324
220,023910,대한약품,032102,의약품 제조업,"6,000,000","3,000,000,000","500",원(KRW),02-2678-8443,서울특별시 영등포구 선유로45길 3 ,1324
221,021040,대호피앤씨,032401,1차 철강 제조업,"73,112,826","38,677,646,000","500",원(KRW),055 -388 -4001,경상남도 양산시  산막공단북4길 13 (주)대호피앤씨 ,1324
222,067080,대화제약,032102,의약품 제조업,"18,224,974","9,112,487,000","500",원(KRW),02-586-6451,강원도 횡성군  횡성읍 한우로 495 ,1324
223,192080,더블유게임즈,105802,소프트웨어 개발 및 공급업,"18,247,298","9,123,649,000","500",원(KRW),02-501-7216,"서울특별시 강남구 테헤란로 152, 강남파이낸스센터 16층(역삼동) ",1324
224,035290,더블유에프엠,105801,"서적, 잡지 및 기타 인쇄물 출판업","22,761,247","11,380,623,500","500",원(KRW),02-565-4874,"서울특별시 금천구  가산디지털1로 131 B동 15층(가산동, BYC하이시티)",1324
225,213420,덕산네오룩스,032602,전자부품 제조업,"24,010,012","4,802,002,400","200",원(KRW),041-590-5400,충청남도 천안시 서북구 입장면 쑥골길 21-32 ,1324
226,077360,덕산하이메탈,032601,반도체 제조업,"22,718,501","4,543,700,200","200",원(KRW),052-289-0443,울산광역시 북구  무룡1로 66 ,1324
227,090410,덕신하우징,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","40,060,000","4,006,000,000","100",원(KRW),02-2600-2600,충청남도 천안시 동남구 수신면 수신로 485-34 ,1324
228,263600,덕우전자,032602,전자부품 제조업,"8,110,066","4,055,033,000","500",원(KRW),054-474-9661,경상북도 구미시 산동면 첨단기업7로 98-23 &nbsp,1324
229,194480,데브시스터즈,105802,소프트웨어 개발 및 공급업,"11,204,370","5,602,185,000","500",원(KRW),02-2148-0652,서울특별시 강남구 도산대로 327 데브시스터즈(주) ,1324
230,263800,데이타솔루션,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,718,580","7,859,290,000","500",원(KRW),02-3467-7200,"서울특별시 강남구 언주로 620, 10층 ",1324
231,139050,데일리블록체인,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","30,701,527","15,350,763,500","500",원(KRW),031-470-4803,경기도 안양시 만안구 예술공원로 153-323층(석수동 825-1 3층) ,1324
232,017680,데코앤이,031401,봉제의복 제조업,"116,684,922","58,342,461,000","500",원(KRW),02-2145-1300,서울특별시 송파구 위례성대로22길 27 -,1324
233,206560,덱스터,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","24,642,529","12,321,264,500","500",원(KRW),02-6391-7000,"서울특별시 마포구 매봉산로 75 1801호, 1901호(상암동,디디엠씨) ",1324
234,067990,도이치모터스,074501,자동차 판매업,"26,263,308","13,131,654,000","500",원(KRW),02-2235-7301,서울특별시 성동구 동일로 111 (성수동 2가) ,1324
235,006620,동구바이오제약,032102,의약품 제조업,"9,604,000","4,802,000,000","500",원(KRW),02-2684-5421,"서울특별시 송파구 법원로 114, B동 14층 ",1324
